movieId,title,genres,imdbId,tmdbId,overview
128358,Uuno in Spain (1985),Comedy,90245,36769,"Uuno Turhapuro is searching for a job and takes a correspondence course in tour guiding. Eventually he gets a job in a small travel agency and takes a group of Finnish tourists to Marbella, Spain. Unfortunately Uuno's father-in-law Tuura is in the group, too, with his wife and daughter, Uuno's wife Elisabet. Tuura tries to get a signature to an important paper from a minister who's having a holiday in the area. Meanwhile, Uuno just relaxes and enjoys the sun."
128362,Burn Paris Burn (2009),Animation|Fantasy|Mystery,1379057,63775,
128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy,3628334,251016,"Performing for a packed house at Spreckels Theater in San Diego, comedian Patton Oswalt delivers a blistering stand-up set in his trademark blend of acerbic wit and unabashed silliness. His topics include a wide array of modern issues, from the future of our nation to daddy/daughter outings gone wrong."
128369,The Anderssons in Greece: All Inclusive (2012),Children|Comedy,2192888,133459,"A penny-pinching dad springs for an all-inclusive Greek vacation with his wife and three kids, who get up to plenty of antics of their own. What fun is a family vacation if you actually have to hang out with your parents the whole time?"
128379,Emergency Squad (1974),Action|Thriller,72200,90100,"A ruthless Interpol agent goes after the man who killed his wife in Stelvio Massi's crime thriller. A gutsy robber named Marseilles pulls off a tricky heist, but he's no match for agent Ravelli, a maverick who can't control his bloodlust. And this time, it's personal: Years earlier, the daring thief murdered the operative's wife in cold blood."
128381,Mark of the Cop (1975),Crime|Drama|Romance,308558,106622,Police believe that a respectable industrialist is actually the head of drug smuggling ring in Milan.
128383,Mark Shoots First (1975),(no genres listed),72712,106623,"Mark Terzi goes to Genoa to take on the case of a serial killer who calls himself ""The Sphinx""."
128385,La Legge Violenta Della Squadra Anticrimine (1976),Crime,74785,196847,"A mobster kills a cop during a robbery and then finds himself pursued by the police, his gang, and the media."
128387,The Last Round (1976),Action|Thriller,74345,90802,"Stelvio Massi's crime thriller centers on a drifter who sets out to help blue-collar workers rise up against the two powerful families who are exploiting them. After settling in an industrial town and witnessing the cruelty of the factory owners, ex-mercenary Marco (Carlos Monzón) assumes the role of union agitator. When a violent confrontation erupts, the labor leader is driven to bring down the corrupt clans."
128389,The .44 Specialist (1976),Action,151495,69569,A murderous drug dealer breaks his partner out of police custody. An undercover cop is assigned to track down the two killers and bring them in.
128391,Destruction Force (1977),Crime,75722,52912,"A shoot out after a robbery ends with the death of the Chief of Police. Police detective Ghini goes in search of a suspect, Lanza, to avenge the death of his boss. Ghini's search leads him to Belli, a Sicilian gangster and 'Trashy', the dirty leader of a gang of killers. The action is violent as both police and criminals track down Belli who still finds some time to attempt a couple of robberies..."
128393,Highway Racer (1977),(no genres listed),76555,95096,"Maurizio Merli stars as a hot-shot police driver who has more guts than brains, often landing him in hot water with his middle-aged mentor, who was once a legendary police interceptor responsible for numerous large scale arrests."
128395,The Iron Commissioner (1978),(no genres listed),77363,128563,Comissioneer Mariani leads investigates a group of kidnappers.
128397,Magnum Cop (1978),Thriller,76554,90019,"A low-rent private investigator and former cop is sent to Austria on a job, and while there sees a number of seemingly unrelated coincidences that lead him into a strange web of corruption and decadence."
128399,Un Poliziotto Scomodo (1978),Action|Crime|Thriller,152018,106139,"In Rome, a vagrant finds the body of a teen girl, her throat professional slashed. Police inspector Olmi uses his brutal and violent methods to follow a trail that leads him toward high government officials. When his methods leave an innocent bystander dead, the corrupt officials have an excuse to get Olmi transferred to a coastal town where the pace is slow and he has time for a romantic dalliance. Soon, Olmi discovers that fishing isn't the only local occupation, and out comes his gun and his ruthless tactics of investigation."
128401,Hunted City (1979),(no genres listed),79856,128557,"Commissario Paolo Ferro (Maurizio Merli) stars as a (typical) tough cop again. This time he returns to the city of Milan to go after a murder corporation. Acampora (Mario Merola) is believed to be the prime suspect although he later proves to be one of the mafia's targets. As if all that wasn't enough, Paolo has to face his own nephew who seems to be involved in all sorts of dirty business."
128425,Stray Dogs (2014),Drama,3119416,209840,An alcoholic man and his two young children barely survive in Taipei. They cross paths with a lonely grocery clerk who might help them make a better life.
128427,Super Bitch (1973),Action,73333,104334,Cliff works as a narcotics investigator for the police and infiltrate a mafia gang. Soon it turns out that Cliff has bigger plans than just to bust bad guys.
128429,What Have You Done to Solange? (1972),Crime,68416,6591,"After several Catholic school pupils are murdered, a teacher who is having an affair with one of his students becomes a suspect. When other gruesome murders start occurring shortly thereafter, the teacher suspects that he may be the cause of them."
128439,Point and Shoot (2014),Documentary,3576060,264166,"At first glance, Matthew VanDyke—a shy Baltimore native with a sheltered upbringing and a tormenting OCD diagnosis—is the last person you’d imagine on the front lines of the 2011 Libyan revolution. But after finishing grad school and escaping the U.S. for ""a crash course in manhood,"" a winding path leads him just there. Motorcycling across North Africa and the Middle East and spending time as an embedded journalist in Iraq, Matthew lands in Libya, forming an unexpected kinship with a group of young men who transform his life. Matthew joins his friends in the rebel army against Gaddafi, taking up arms (and a camera). Along the way, he is captured and held in solitary confinement for six terrifying months."
128441,Sea Fog (2014),Drama,3303728,272691,A fishing-boat crew takes on a dangerous commission to smuggle a group of illegal immigrants from China to Korea.
128443,La petite reine (2014),Drama,3025410,273632,"Julie, star cyclist, is two races away from winning the World Cup. It is the culmination of years of effort. Julie loves the spotlight. Her entourage too. Encouraged by her coach and doctor, she has been doping since the age of 14. When her doctor denounces her, she manages to hush up the case, but the extent of the mess leads to abuse, lies, and treason. Caught in a gear that goes beyond her, will she succeed in finding a way out?"
